"ID","PERMITNUMBER","PERMITTYPE","PERMITTYPEKEY","STATUS","CONTRACTOR","CATEGORYNAME","WORKTYPE","ZONING","SQUAREFEET","PERMITFEE","PROJECTCOSTS","ADDRESS","CITY","STATE","ZIPCODE","GPSX","GPSY","DISTRICT","NEIGHBORHOOD","ISSUEDATE","Latitude","Longitude"
"321518","HV942567","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","New","R5A","0","105","1222","14905   SYCAMORE FALLS DR","LOUISVILLE","KY","40245-0000","1285888","286962","19","","2015-05-28 11:03:22","38.281479991700003","-85.4851161295"
"321599","14BL3083","Building Permit","BUILDING","Issued","CLEARWATER POOLS SPAS INC","Misc (Tent, Foundation, Etc)","Pool","R5","560","61.6","74400","1500   SYLVAN WYNDE  ","LOUISVILLE","KY","40205-0000","1224678","261221","10","REMAINDER OF CITY","2014-06-12 11:19:27","38.2083553282","-85.696919920100001"
"321609","HV964286","HVAC Permit","HVAC","Issued","MIDDLETOWN HVAC HEATING","Single Family","Replacement","R4","0","105","14000","7305   WILLOW GATE CT","PROSPECT","KY","40059-0000","1255742","313133","16","","2015-11-05 20:13:55","38.3521803195","-85.591453099099994"
"321618","BL950539","Building Permit","BUILDING","Issued","WS CONSTRUCTION","Commercial","New","EZ1","137666","16519.92","6703400","2311   SOUTH PARK RD","SOUTH PARK VIEW","KY","40219-0000","1217066","227773","13","","2015-11-03 13:46:52","38.116186568400003","-85.721548226500005"
"321664","13HV4892","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","Replacement","R5","0","75","232","2714   PIONEER RD","SHIVELY","KY","40216-0000","1189596","260642","03","","2013-08-27 12:21:23","38.205188467699998","-85.818960860600001"
"321685","13BL1439","Building Permit","BUILDING","Issued","WILKINSON BUILDERS INC","Single Family","Renovation - Alter - Repair","R4","666","50","40000","412   CLUB LN","ROLLING FIELDS","KY","40207-0000","1232068","281908","07","","2013-08-29 09:30:34","38.265471204599997","-85.672315913899993"
"321689","HV942175","HVAC Permit","HVAC","Issued","BAKERS HEATING AC","Single Family","Replacement","R5","0","105","2000","1409   DELMAR LN","LOUISVILLE","KY","40216-0000","1193106","252540","15","CLOVERLEAF","2015-05-26 08:47:26","38.183106924299999","-85.806271192099999"
"321692","HV945119","HVAC Permit","HVAC","Issued","PRODUCTION HEATING & COOLING","Single Family","Replacement","R4","0","105","4285","6704   GREENLAWN RD","GRAYMOOR/DEVONDALE","KY","40222-0000","1245072","284474","07","","2015-06-18 11:28:26","38.273059281199998","-85.627162273600007"
"321733","305837","Building Permit","BUILDING","Issued","THE KEENE COMPANY","Single Family","Addition","C2","630","50","8000","436   ROBERTS AVE","LOUISVILLE","KY","40214-0000","1205587","242351","13","","2012-01-19 12:22:56","38.155702430200002","-85.762273565200005"
"321741","HV958478","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","Replacement","R5","0","105","6777","2430   TOP HILL RD","LOUISVILLE","KY","40206-0000","1224891","275348","09","CRESCENT HILL","2015-09-23 14:45:44","38.247152642400003","-85.696951062599993"
"321778","HV945685","HVAC Permit","HVAC","Issued","PRODUCTION HEATING & COOLING","Single Family","Replacement","R5","0","105","3180","3405   COLSON CT","LOUISVILLE","KY","40220-0000","1247423","257311","26","","2015-06-23 14:59:23","38.1985738865","-85.617569083099994"
"321834","13BL5495","Building Permit","BUILDING","Issued","KIMBEL HOMES LLC","Misc (Tent, Foundation, Etc)","Renovation - Alter - Repair","R5B","1000","75","250000","1074   CHEROKEE RD","LOUISVILLE","KY","40204-0000","1218137","272580","08","CHEROKEE TRIANGLE","2013-10-10 15:56:34","38.239258945000003","-85.720312146599994"
"321835","BL926638","Building Permit","BUILDING","Issued","LICHTEFELD INC","Commercial","New","EZ1","2970","326.7","100000","1101   INDUSTRIAL BLVD","LOUISVILLE","KY","40219-0000","1222312","241154","21","","2014-12-12 15:56:45","38.153155388899997","-85.704050620299995"
"321837","314920","Building Permit","BUILDING","Issued","BORNSTEIN BUILDING CO INC","Single Family","Addition","R4","522","50","30000","1123   OKOLONA TER","LOUISVILLE","KY","40219-0000","1226653","234844","24","","2011-11-23 09:28:31","38.136017245399998","-85.688613583700004"
"321838","RH949050","Range Hood Permit","RANGEHOOD","Issued","CHEF SUPPLY","Commercial","Suppressed","TNZD","0","75","24000","1134   GARVIN PL","LOUISVILLE","KY","40203-0000","1206008","271620","06","LIMERICK","2015-07-20 12:55:32","38.236083839499997","-85.762481069000003"
"321860","HV946802","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","Replacement","R4","0","105","5150","2331   THORNHILL RD","THORNHILL","KY","40222-0000","1245680","290150","16","","2015-07-01 14:36:51","38.288668764000001","-85.625339871500003"
"321910","HV949460","HVAC Permit","HVAC","Issued","C & L HEATING AC INC","Single Family","Replacement","R4","0","105","2750","7404   MICHAEL DR","LOUISVILLE","KY","40228-0000","1245127","236098","23","","2015-07-22 14:48:18","38.140235036500002","-85.624456207500003"
"321922","13SI1221","Sign Permit","SIGN","Issued","GLASS SIGN CO","Commercial","On Premises Sign","C1","0","98.69","12300","10430   SHELBYVILLE RD","BLUE RIDGE MANOR","KY","40223-0000","1263855","273746","19","","2013-11-21 10:40:24","38.244355997200003","-85.561209780599995"
"321937","BL946236","Building Permit","BUILDING","Issued","CLEARWATER POOLS SPAS INC","Single Family","Pool","R4","420","50","38367","14113   LAKE FOREST LN","MIDDLETOWN","KY","40245-0000","1283381","273791","19","","2015-06-26 14:24:32","38.245223056500002","-85.493229703599994"
"321949","14PL1013","Parking Lot Permit","PARK LOT","Issued","BRANSCUM CONST CO INC","Commercial","New","OR3","0","83.25","0","4441   SPRINGDALE RD","LOUISVILLE","KY","40241-0000","1257453","298447","16","","2014-04-14 16:06:11","38.3119253769","-85.584745158499999"
"321963","EL946061","Electrical Permit","ELECTRICAL","Issued","LANDSCAPE LIGHTING","Single Family","Rewire Repair Add Wiring","(R4)","0","50","6000","16405   AIKEN RD","LOUISVILLE","KY","40245-0000","1291933","282049","19","","2015-06-25 15:21:22","38.268210765699997","-85.463833307599998"
"322109","100862","Building Permit","BUILDING","Issued","CONSTRUCTION ENTERPRISES INC","Multi Family","New","R6","8591","515.46","193501.8","8500   TALLAHATCHIE ST","LOUISVILLE","KY","40258-0000","1172910","233871","14","","2006-02-27 11:50:00","38.1308911267","-85.875376193099996"
"322111","100861","Building Permit","BUILDING","Issued","CONSTRUCTION ENTERPRISES INC","Multi Family","New","R6","8591","515.46","193501.8","6805 W PAGES LN","LOUISVILLE","KY","40258-0000","1172869","234045","12","","2006-02-27 11:43:00","38.131366875499999","-85.875529383100002"
"322164","HV939558","HVAC Permit","HVAC","Issued","PROJECT HEATING","Multi Family","Replacement","R6","0","105","3800","5501   OVERBROOK WOODS PL","LOUISVILLE","KY","40291-0000","1254113","245570","22","","2015-04-30 13:08:43","38.166606694999999","-85.593696038000004"
"322174","14BL2562","Building Permit","BUILDING","Issued","HOWELL & HOWELL CONTRACTORS IN","Single Family","New","UN","1451","108.82","117530","743   CAMP EDWARDS WAY","LOUISVILLE","KY","40203-0000","1211746","274013","04","SMOKETOWN JACKSON","2014-09-05 13:56:44","38.242911198199998","-85.742641599799995"
"322175","EL921261","Electrical Permit","ELECTRICAL","Issued","PAYNE ELECTRIC COMPANY INC","Single Family","New","UN","0","160","2800","758   CAMP EDWARDS WAY","LOUISVILLE","KY","40203-0000","1211569","273720","04","SMOKETOWN JACKSON","2014-10-24 17:11:14","38.242098845599998","-85.743241271200006"
"322182","EL950926","Electrical Permit","ELECTRICAL","Issued","MAGIC ELECTRIC","Single Family","Rewire Repair Add Wiring","R5","0","85","1","3063   UNIVERSITY RD","LOUISVILLE","KY","40206-0000","1225677","282872","09","BROWNSBORO ZORN","2015-08-07 09:56:35","38.267844907700002","-85.694625391000002"
"322183","HV953922","HVAC Permit","HVAC","Issued","KY ENERGY PRO","Single Family","New","R5","0","105","2000","3063   UNIVERSITY RD","LOUISVILLE","KY","40206-0000","1225677","282872","09","BROWNSBORO ZORN","2015-08-20 16:33:50","38.267844907700002","-85.694625391000002"
"322260","HV951133","HVAC Permit","HVAC","Issued","STIVERS HEATING AC","Single Family","Replacement","R5A","0","105","4720","516   VINELEAF DR","LYNDON","KY","40222-0000","1249677","279714","07","","2015-08-03 10:18:07","38.260177708699999","-85.610878374699993"
"322339","199778","Building Permit","BUILDING","Issued","WEHR CONSTRUCTORS INC","Commercial","Renovation - Alter - Repair","OR3","4786","335.02","400000","4001   DUTCHMANS LN","ST MATTHEWS","KY","40207-0000","1243240","270847","26","","2013-03-19 15:39:00","38.235568305299999","-85.632830367599993"
"322383","EL949125","Electrical Permit","ELECTRICAL","Issued","BATES ELECTRIC INC","Commercial","Rewire Repair Add Wiring","C2","0","85","975","6201   PRESTON HWY","LOUISVILLE","KY","40219-0000","1224641","244058","02","","2015-07-21 11:49:55","38.1612295539","-85.696110898900002"
"322405","EL952571","Electrical Permit","ELECTRICAL","Issued","MICHAELS ELECTRIC SERVICE","Single Family","Rewire Repair Add Wiring","R6","0","185","3700","312 N 30TH ST","LOUISVILLE","KY","40212-0000","1195317","282252","05","PORTLAND","2015-08-11 16:11:13","38.264787244300003","-85.800320010199997"
"322425","14BL1586","Building Permit","BUILDING","Issued","DISTINCTIVE DESIGN REMODELING","Single Family","Addition","R4","216","50","28000","9904   WYNCLIFF CT","LOUISVILLE","KY","40241-0000","1262288","291142","17","","2014-03-07 13:30:34","38.2920591548","-85.567531850600005"
"322456","HV940346","HVAC Permit","HVAC","Issued","AFFORDABLE AC HEATING CO","Single Family","Replacement","R4","0","105","500","7109   MCKENNA CT","LOUISVILLE","KY","40291-0000","1252118","237424","22","","2015-06-05 15:32:37","38.144159818200002","-85.600218996600006"
"322470","HV942640","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5","0","105","1000","9810   PHOENIX TRL","LOUISVILLE","KY","40223-0000","1261134","284465","07","","2015-06-02 08:22:09","38.273680629200001","-85.571218532499998"
"322522","HV953987","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R6","0","155","2000","3820   SPRING ARBOR DR","LOUISVILLE","KY","40245-0000","1281200","290379","17","","2015-08-21 10:13:45","38.290688426899997","-85.501608062900004"
"322525","BL965464","Building Permit","BUILDING","Issued","RIVER CITY HOUSING","Single Family","Renovation - Alter - Repair","R4","297","50","50000","4114   SUNSET DR","LOUISVILLE","KY","40216-0000","1184948","256311","01","","2015-11-12 15:56:57","38.1930786896","-85.834874469300004"
"322550","HV960073","HVAC Permit","HVAC","Issued","STIVERS HEATING AC","Single Family","Replacement","R6","0","105","8373","7123   RIDGE CREEK RD","LOUISVILLE","KY","40291-0000","1244507","243679","24","","2015-10-07 11:17:02","38.161024942300003","-85.627005737900006"
"322593","301727","Building Permit","BUILDING","Issued","G & M MAINTENANCE","Commercial","Renovation - Alter - Repair","CN","47","100","3000","9219   U S HIGHWAY 42  ","PROSPECT","KY","40059-0000","1247902","309369","16","","2011-06-30 14:42:00","38.341528883999999","-85.618594056199996"
"322650","EL917544","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","150","4400","144 E SOUTHLAND BLVD","LOUISVILLE","KY","40214-0000","1206731","248576","21","SOUTHSIDE","2014-09-25 11:26:40","38.172845668599997","-85.758650194599994"
"322660","BL940157","Building Permit","BUILDING","Issued","REDLEE CONSTRUCTION & DEVELOP","Commercial","Renovation - Alter - Repair","C2","69","50","50000","1850 S HURSTBOURNE PKY","HURSTBOURNE ACRES","KY","40220-0000","1257318","265590","18","","2015-05-06 14:52:58","38.221704128200003","-85.583557683999999"
"322666","EL961232","Electrical Permit","ELECTRICAL","Issued","CARDINAL ELECTRIC SERVICE INC","Single Family","Rewire Repair Add Wiring","(R4)","0","85","1000","15400   CRYSTAL SPRINGS WAY","LOUISVILLE","KY","40245-0000","1288602","284740","19","","2015-10-14 08:04:20","38.275478478700002","-85.475559149700004"
"322706","HV937055","HVAC Permit","HVAC","Issued","STIVERS HEATING AC","Single Family","Replacement","R5","0","105","3660","10807   VINTAGE CREEK DR","LOUISVILLE","KY","40299-0000","1262026","249553","20","","2015-04-07 10:03:21","38.177856743600003","-85.566373700699998"
"322877","14HV1389","HVAC Permit","HVAC","Issued","STIVERS HEATING AC","Commercial","Replacement","C1","0","225","11913","3939   SHELBYVILLE RD","ST MATTHEWS","KY","40207-0000","1237429","277264","09","","2014-01-14 10:31:03","38.252946075700002","-85.653399523399997"
"322883","BL946319","Building Permit","BUILDING","Issued","SUPERIOR REALTY INC","Single Family","New","R5","2595","194.62","150000","1423   PARKRIDGE PKY","LOUISVILLE","KY","40214-0000","1197611","236996","25","","2015-08-06 13:57:53","38.1406365952","-85.789696496299996"
"322886","HV960925","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","New","PVD","0","155","18500","9003   BERGAMOT DR","LOUISVILLE","KY","40059-0000","1261201","304528","16","","2015-10-12 16:22:48","38.328770394099998","-85.571988216299999"
"322889","BL943997","Building Permit","BUILDING","Issued","BALL HOMES INC","Single Family","New","R5","3693","1276.98","158000","7212   BLACK WALNUT CIR","LOUISVILLE","KY","40229-0000","1239822","220126","23","","2015-06-22 07:53:38","38.096161512400002","-85.642060062799999"
"322923","BL941286","Building Permit","BUILDING","Issued","DEREK ENGINEERING INC","Commercial","New","C1","4400","572","450000","3255   BARDSTOWN RD","LOUISVILLE","KY","40205-0000","1232715","261473","26","BON AIR","2015-10-20 13:01:59","38.209390579999997","-85.668966252700002"
"322947","HV944866","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5","0","105","1000","1848   HARVARD DR","LOUISVILLE","KY","40205-0000","1224759","266094","08","BELKNAP","2015-06-26 16:27:42","38.221738504699999","-85.696904460499994"
"322963","EL955395","Electrical Permit","ELECTRICAL","Issued","CORRIGAN ELECTRIC CO INC","Single Family","Rewire Repair Add Wiring","R4","0","85","500","8810   WALTLEE RD","LOUISVILLE","KY","40291-0000","1254037","247525","22","","2015-09-01 16:11:19","38.171971560499998","-85.594059579499998"
"322978","BL947392","Building Permit","BUILDING","Issued","JAHA HOMES","Single Family","Renovation - Alter - Repair","R3","192","50","10000","8311   DINAH WAY","BARBOURMEADE","KY","40242-0000","1255113","293299","07","","2015-07-07 09:44:43","38.297697130499998","-85.592638089600001"
"322980","HV946058","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","Replacement","R4","0","105","4100","219   ALCOTT RD","ST MATTHEWS","KY","40207-0000","1243644","275372","26","","2015-06-26 16:29:34","38.248009241600002","-85.631660304600004"
"322987","EL949204","Electrical Permit","ELECTRICAL","Issued","CORRIGAN ELECTRIC CO INC","Single Family","Rewire Repair Add Wiring","R4","0","85","1000","1300   OXMOOR WOODS PKY","HURSTBOURNE","KY","40222-0000","1253821","269730","18","","2015-07-21 12:55:26","38.232931740600002","-85.595939513100006"
"323039","HV943222","HVAC Permit","HVAC","Issued","AUTOMATIC AIR CORP","Single Family","Replacement","UN","0","105","500","707 E BRECKINRIDGE ST","LOUISVILLE","KY","40203-0000","1211920","273052","04","SMOKETOWN JACKSON","2015-06-15 09:49:38","38.240280371700003","-85.7419816341"
"323043","EL962359","Electrical Permit","ELECTRICAL","Issued","WARREN ELECTRIC INC","Single Family","Rewire Repair Add Wiring","R6","0","50","150","626 E BURNETT AVE","LOUISVILLE","KY","40217-0000","1210769","267603","04","MERRIWETHER","2015-10-21 11:16:53","38.225268067400002","-85.745680525699996"
"323077","FS950249","Fire Suppression Permit","FIRE SUPP","Issued","BROWN SPRINKLER CORP","Commercial","Single System Repair","(C3)","0","50","7000","500 W JEFFERSON ST","LOUISVILLE","KY","40202-0000","1207000","278076","04","CENTRAL BUSINESS DISTRICT","2015-08-25 09:13:31","38.253854361999998","-85.759396167999995"
"323078","BL946848","Building Permit","BUILDING","Issued","KEVCO CONSTRUCTION LLC","Commercial","Renovation - Alter - Repair","(C3)","5094","662.22","171907","500 W JEFFERSON ST","LOUISVILLE","KY","40202-0000","1207000","278076","04","CENTRAL BUSINESS DISTRICT","2015-07-10 08:02:35","38.253854361999998","-85.759396167999995"
"323086","14BL3274","Building Permit","BUILDING","Issued","STEVEN B CLINE GARAGES","Misc (Tent, Foundation, Etc)","Miscellaneous","R5","728","80.08","10000","415   LOTIS WAY","BROWNSBORO VILLAGE","KY","40207-0000","1233683","281305","09","","2014-06-24 11:56:23","38.263883906499998","-85.666659307499998"
"323100","EL952782","Electrical Permit","ELECTRICAL","Issued","RAYHILL ELECTRIC","Single Family","Rewire Repair Add Wiring","R6","0","50","100","1353   OLIVE ST","LOUISVILLE","KY","40211-0000","1195488","271281","01","PARKLAND","2015-08-12 16:14:52","38.234672977099997","-85.799081888800004"
"323133","EL957796","Electrical Permit","ELECTRICAL","Issued","ONLINE ELECTRIC NET LLC","Single Family","Rewire Repair Add Wiring","R6","0","85","1500","2524   ST CECILIA ST","LOUISVILLE","KY","40212-0000","1197748","282028","05","PORTLAND","2015-09-18 08:30:33","38.264284276700003","-85.791841156999993"
"323148","EL959417","Electrical Permit","ELECTRICAL","Issued","Mr. BARMORE ELECTRIC","Single Family","Rewire Repair Add Wiring","R5","0","185","800","2610   THOMAS AVE","LOUISVILLE","KY","40216-0000","1183023","249604","01","","2015-09-30 13:40:51","38.174572714699998","-85.841168340999999"
"323215","HV949613","HVAC Permit","HVAC","Issued","CAIR HEATING & COOLING LLC","Single Family","Replacement","R6","0","105","3000","2329   RODMAN ST","LOUISVILLE","KY","40208-0000","1204181","264067","06","ALGONQUIN","2015-07-29 09:26:38","38.215263470700002","-85.768407500699993"
"323216","HV941801","HVAC Permit","HVAC","Issued","DFH COMPANY","Single Family","Replacement","R5","0","105","5650","2430   CROSS HILL RD","LOUISVILLE","KY","40206-0000","1224761","275721","09","CRESCENT HILL","2015-05-22 10:35:51","38.248171167700001","-85.697424086300003"
"323224","HV943129","HVAC Permit","HVAC","Issued","MR C REFRIGERATION DBA STERLI","Single Family","Replacement","R5","0","105","5688","3539   NANZ AVE","LOUISVILLE","KY","40207-0000","1236321","275343","09","ROCKCREEK LEXINGTON ROAD","2015-06-02 14:10:14","38.247625192800001","-85.657155322600005"
"323262","HV965085","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5","0","105","1000","7401   YORKTOWN RD","LOUISVILLE","KY","40214-0000","1206489","235732","13","","2015-11-12 10:46:22","38.137569512699997","-85.758760053299994"
"323270","14BL4268","Building Permit","BUILDING","Issued","NEW DIRECTION HOUSING CORP","Single Family","Addition","R4","305","50","1500","8108   RORY WAY","LOUISVILLE","KY","40219-0000","1231844","233292","24","","2014-08-26 10:28:39","38.131977149000001","-85.670484677600001"
"323287","EL949812","Electrical Permit","ELECTRICAL","Issued","Comstock Brothers Electric","Industrial","Rewire Repair Add Wiring","PEC","0","50","2500","12730   WESTPORT RD","LOUISVILLE","KY","40245-0000","1277628","293088","17","","2015-07-24 10:42:46","38.297992672200003","-85.514181866399994"
"323288","EL955063","Electrical Permit","ELECTRICAL","Issued","CHEERS ELECTRIC","Single Family","New","R5A","0","160","1000","15300   HARBOUR TREE AVE","LOUISVILLE","KY","40245-0000","1286902","270468","19","","2015-08-31 08:42:55","38.236228744500004","-85.480816122600004"
"323290","RH936058","Range Hood Permit","RANGEHOOD","Issued","CHAPMAN ENGINEERING CORP","Commercial","Suppressed","C1","0","75","8200","9211   U S HIGHWAY 42  ","PROSPECT","KY","40059-0000","1247732","309033","16","","2015-04-24 10:08:57","38.340599400199999","-85.619169299600003"
"323474","13BL1454","Building Permit","BUILDING","Issued","PULTE HOMES,LLC","Single Family","New","R4","4296","322.2","273475","13411   CAIN LN","LOUISVILLE","KY","40245-0000","1277845","291765","17","","2013-07-17 10:07:54","38.294368242899999","-85.513362566799998"
"323476","HV948385","HVAC Permit","HVAC","Issued","GARY L JOHNSON HEAT COOLING","Single Family","New","PRD","0","105","4000","8205   PARKER GRANT CT","LOUISVILLE","KY","40291-0000","1247148","240546","23","","2015-07-21 13:36:54","38.1525306395","-85.617659688399996"
"323525","BL959728","Building Permit","BUILDING","Issued","BRADLEY HOMES INC","Single Family","New","(R4)","2879","1215.92","200000","15412   TIMMONS WAY","LOUISVILLE","KY","40245-0000","1289155","287903","19","","2015-10-07 13:32:44","38.284183489699998","-85.473779371199996"
"323552","HV947440","HVAC Permit","HVAC","Issued","KLM MECHANICAL SERVICES INC","Single Family","New","R4","0","105","1000","12811   VILLA GROVE DR","LOUISVILLE","KY","40245-0000","1278519","292752","17","","2015-07-07 11:35:19","38.297103644899998","-85.511061425999998"
"323557","14BL2357","Building Permit","BUILDING","Issued","PROMASTER CONTRACTING INC","Single Family","Addition","R5","665","50","95000","503   BRANDON RD","LOUISVILLE","KY","40207-0000","1228435","282866","09","BROWNSBORO ZORN","2014-04-22 12:17:31","38.267946819899997","-85.685019931799999"
"323560","BL919533","Building Permit","BUILDING","Issued","MARKSBURY CORNETT CONSTR LLC","Commercial","Renovation - Alter - Repair","C1","3295","428.35","150000","2741   BROWNSBORO RD","LOUISVILLE","KY","40206-0000","1226067","279925","09","CLIFTON HEIGHTS","2014-11-07 14:56:06","38.259770222100002","-85.693106342500002"
"323636","EL963422","Electrical Permit","ELECTRICAL","Issued","THOMPSON ELECTRIC INC","Single Family","Rewire Repair Add Wiring","R5","0","50","1500","4173   BLENHEIM RD","RICHLAWN","KY","40207-0000","1240664","278576","09","","2015-10-29 08:20:22","38.256683227800004","-85.642204456000002"
"323638","14BL2958","Building Permit","BUILDING","Issued","GREAT DAY IMPROVEMENTS","Single Family","Addition","R4","350","50","42000","4031   BROOKFIELD AVE","ST MATTHEWS","KY","40207-0000","1237299","280791","09","","2014-06-05 14:34:43","38.262624665499999","-85.654039397999995"
"323644","EL950253","Electrical Permit","ELECTRICAL","Issued","ENLIGHT ELECTRIC","Misc (Tent, Foundation, Etc)","Temporary Service Pole","R5","0","50","200","101   DON ALLEN RD","RICHLAWN","KY","40207-0000","1240748","277052","09","","2015-07-28 09:01:09","38.2525022807","-85.641831758500004"
"323712","EL965294","Electrical Permit","ELECTRICAL","Issued","MELLO ELECTRIC LLC","Multi Family","Rewire Repair Add Wiring","R6","0","175","100","3031   GREENWOOD AVE","LOUISVILLE","KY","40211-0000","1193911","274333","01","PARKLAND","2015-11-12 07:49:12","38.242979645399998","-85.804750746300002"
"323713","BL929454","Building Permit","BUILDING","Issued","A D GENERAL CONTRACTING LLC","Misc (Tent, Foundation, Etc)","Addition","R5B","200","50","2000","2121   EDGELAND AVE","LOUISVILLE","KY","40204-0000","1220984","270810","08","CHEROKEE TRIANGLE","2015-01-14 12:27:03","38.234523492699999","-85.710303300000007"
"323714","HV961445","HVAC Permit","HVAC","Issued","ALL HOURS HEATING AC","Single Family","Replacement","R5","0","105","1640","1914   HEATON RD","SHIVELY","KY","40216-0000","1187784","251585","03","","2015-10-16 15:55:07","38.180236465199997","-85.824726962599996"
"323753","BL943851","Building Permit","BUILDING","Issued","STAN HUMPHREY CONSTR CO INC","Single Family","Addition","R5","120","50","25000","1862   RUTHERFORD AVE","LOUISVILLE","KY","40205-0000","1223518","266556","08","DEER PARK","2015-06-09 11:43:58","38.222953393899999","-85.701249005700006"
"323768","HV941662","HVAC Permit","HVAC","Issued","ENERGY CONTROL HTG & A/C","Single Family","Replacement","R5B","0","105","3200","1403   WINTER AVE","LOUISVILLE","KY","40204-0000","1216512","271722","08","HIGHLANDS","2015-05-19 14:03:41","38.236831804700003","-85.725921310199993"
"323769","14BL1215","Building Permit","BUILDING","Issued","WOOLDRIDGE BROTHERS","Single Family","Addition","R5","405","50","44500","1208   WOLFE AVE","LOUISVILLE","KY","40213-0000","1215112","257068","10","PRESTONIA","2014-01-30 15:47:18","38.196535195099997","-85.729975140299999"
"323771","353916","HVAC Permit","HVAC","Issued","N TRUE ENERGY","Single Family","New","R6","0","75","4700","619 S 18TH ST","LOUISVILLE","KY","40203-0000","1200791","277021","04","RUSSELL","2013-02-14 07:56:46","38.250676329000001","-85.780954315800003"
"323806","HV940543","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R4","0","105","1000","5616   WALNUT WAY","LOUISVILLE","KY","40229-0000","1235480","219217","23","","2015-05-13 14:26:50","38.093484477099999","-85.657097855700002"
"323860","EL953921","Electrical Permit","ELECTRICAL","Issued","CORRIGAN ELECTRIC CO INC","Single Family","Rewire Repair Add Wiring","C1","0","50","600","128   SEARS AVE","ST MATTHEWS","KY","40207-0000","1239348","277644","09","","2015-08-20 16:32:14","38.254069535299998","-85.646737723200005"
"323889","HV954933","HVAC Permit","HVAC","Issued","PROJECT HEATING","Single Family","Replacement","R5","0","155","11400","2839   RIEDLING DR","LOUISVILLE","KY","40206-0000","1226511","280517","09","BROWNSBORO ZORN","2015-08-28 17:19:41","38.261414748500002","-85.691592490199994"
"323898","HV945331","HVAC Permit","HVAC","Issued","BLACKBURN & DAVIS INC","Single Family","Replacement","R6","0","105","9415","4008   WOODSTONE WAY","LOUISVILLE","KY","40241-0000","1244683","297967","16","","2015-06-21 11:49:50","38.310090836299999","-85.629220907199993"
"323996","EL917429","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","125","7200","5045   WABASH PL","LOUISVILLE","KY","40214-0000","1206800","249089","21","SOUTHSIDE","2014-09-25 11:28:40","38.174257294","-85.758439432800003"
"324104","BL956013","Building Permit","BUILDING","Issued","DEVILLE HOMES INC","Single Family","New","(R4)","5300","1397.5","300000","11606   EXPEDITION TRL","LOUISVILLE","KY","40291-0000","1261772","217867","20","","2015-09-08 09:27:28","38.090844843699998","-85.565682715099996"
"324107","13BL6163","Building Permit","BUILDING","Issued","DOGWOOD HOMES OF KY, LLC","Single Family","New","R6","3940","1295.5","236315","4204   PLEASANT GLEN DR","LOUISVILLE","KY","40299-0000","1275812","250747","20","","2013-12-03 15:34:01","38.181666362199998","-85.518477315400006"
"324170","EL933504","Electrical Permit","ELECTRICAL","Issued","BLAND ELECTRIC","Commercial","Rewire Repair Add Wiring","C1","0","440","160000","13401   SHELBYVILLE RD","MIDDLETOWN","KY","40223-0000","1279085","273565","19","","2015-02-26 17:03:44","38.244442331099997","-85.508176155699999"
"324172","14BL4274","Building Permit","BUILDING","Issued","BLITZ BUILDERS INC","Single Family","Addition","R4","864","95.04","26200","7115   OLD HEADY RD","LOUISVILLE","KY","40299-0000","1290361","234185","20","","2014-08-27 13:08:01","38.136729835600001","-85.467105295899998"
"324176","FS927156","Fire Suppression Permit","FIRE SUPP","Issued","MIDWEST SPRINKLER CORP","Commercial","Single System Repair","PEC","0","50","1","3801   COLLINS LN","LOUISVILLE","KY","40245-0000","1275686","293164","17","","2014-12-29 11:23:11","38.298127960599999","-85.520951802400006"
"324341","HV956173","HVAC Permit","HVAC","Issued","FOUR SEASONS HVAC","Single Family","Replacement","R5","0","105","4000","122   GIBSON RD","RICHLAWN","KY","40207-0000","1240300","277499","09","","2015-09-08 10:04:51","38.253711004800003","-85.643415212600004"
"324344","BL941129","Building Permit","BUILDING","Issued","JDL IMPROVEMENTS LLC","Single Family","Addition","R4","1092","81.9","120000","4034   GILMAN AVE","ST MATTHEWS","KY","40207-0000","1237905","280066","09","","2015-05-14 11:41:54","38.260659391200001","-85.651890624499998"
